日期,股票,数量,持仓,收盘价,收益
2016-04-07,南方中证500ETF(510500.XSHG),14000,90636,6.474,-13775.92
2016-04-07,Cash,,-5.29,,
2016-04-08,南方中证500ETF(510500.XSHG),14000,89810,6.415,-14601.92
2016-04-08,Cash,,-5.29,,
2016-04-11,南方中证500ETF(510500.XSHG),14000,91420,6.53,-12991.92
2016-04-11,Cash,,-5.29,,
2016-04-12,南方中证500ETF(510500.XSHG),14000,90986,6.499,-13425.92
2016-04-12,Cash,,-5.29,,
2016-04-13,南方中证500ETF(510500.XSHG),14000,92428,6.602,-11983.92
2016-04-13,Cash,,-5.29,,
2016-04-14,南方中证500ETF(510500.XSHG),14000,93044,6.646,-11367.92
2016-04-14,Cash,,-5.29,,
2016-04-15,南方中证500ETF(510500.XSHG),14000,92918,6.637,-11493.92
2016-04-15,Cash,,-5.29,,
2016-04-18,南方中证500ETF(510500.XSHG),14000,91322,6.523,-13089.92
2016-04-18,Cash,,-5.29,,
2016-04-19,南方中证500ETF(510500.XSHG),14000,91490,6.535,-12921.92
2016-04-19,Cash,,-5.29,,
2016-04-20,南方中证500ETF(510500.XSHG),14000,87458,6.247,-16953.92
2016-04-20,Cash,,-5.29,,
2016-04-21,南方中证500ETF(510500.XSHG),14000,86758,6.197,-17653.92
2016-04-21,Cash,,-5.29,,
2016-04-22,南方中证500ETF(510500.XSHG),14000,87276,6.234,-17135.92
2016-04-22,Cash,,-5.29,,
2016-04-25,南方中证500ETF(510500.XSHG),14000,86842,6.203,-17569.92
2016-04-25,Cash,,-5.29,,
2016-04-26,南方中证500ETF(510500.XSHG),14000,87976,6.284,-16435.92
2016-04-26,Cash,,-5.29,,
2016-04-27,南方中证500ETF(510500.XSHG),14000,87528,6.252,-16883.92
2016-04-27,Cash,,-5.29,,
2016-04-28,南方中证500ETF(510500.XSHG),14000,86814,6.201,-17597.92
2016-04-28,Cash,,-5.29,,
2016-04-29,南方中证500ETF(510500.XSHG),14000,86940,6.21,-17471.92
2016-04-29,Cash,,-5.29,,
2016-05-03,南方中证500ETF(510500.XSHG),14000,89726,6.409,-14685.92
2016-05-03,Cash,,-5.29,,
2016-05-04,南方中证500ETF(510500.XSHG),14000,89726,6.409,-14685.92
2016-05-04,Cash,,-5.29,,
2016-05-05,南方中证500ETF(510500.XSHG),14000,90356,6.454,-14055.92
2016-05-05,Cash,,-5.29,,
2016-05-06,南方中证500ETF(510500.XSHG),14000,86800,6.2,-17611.92
2016-05-06,Cash,,-5.29,,
2016-05-09,南方中证500ETF(510500.XSHG),14000,83636,5.974,-20775.92
2016-05-09,Cash,,-5.29,,
2016-05-10,南方中证500ETF(510500.XSHG),14000,83370,5.955,-21041.92
2016-05-10,Cash,,-5.29,,
2016-05-11,南方中证500ETF(510500.XSHG),14000,83216,5.944,-21195.92
2016-05-11,Cash,,-5.29,,
2016-05-12,南方中证500ETF(510500.XSHG),14000,83244,5.946,-21167.92
2016-05-12,Cash,,-5.29,,
2016-05-13,南方中证500ETF(510500.XSHG),14000,82964,5.926,-21447.92
2016-05-13,Cash,,-5.29,,
2016-05-16,南方中证500ETF(510500.XSHG),14000,84462,6.033,-19949.92
2016-05-16,Cash,,-5.29,,
2016-05-17,南方中证500ETF(510500.XSHG),14000,84336,6.024,-20075.92
2016-05-17,Cash,,-5.29,,
2016-05-18,南方中证500ETF(510500.XSHG),14000,82012,5.858,-22399.92
2016-05-18,Cash,,-5.29,,
2016-05-19,南方中证500ETF(510500.XSHG),14000,82418,5.887,-21993.92
2016-05-19,Cash,,-5.29,,
2016-05-20,南方中证500ETF(510500.XSHG),14000,83524,5.966,-20887.92
2016-05-20,Cash,,-5.29,,
2016-05-23,南方中证500ETF(510500.XSHG),14000,84434,6.031,-19977.92
2016-05-23,Cash,,-5.29,,
2016-05-24,南方中证500ETF(510500.XSHG),14000,83650,5.975,-20761.92
2016-05-24,Cash,,-5.29,,
2016-05-25,南方中证500ETF(510500.XSHG),14000,83146,5.939,-21265.92
2016-05-25,Cash,,-5.29,,
2016-05-26,南方中证500ETF(510500.XSHG),14000,83552,5.968,-20859.92
2016-05-26,Cash,,-5.29,,
2016-05-27,南方中证500ETF(510500.XSHG),14000,83622,5.973,-20789.92
2016-05-27,Cash,,-5.29,,
2016-05-30,南方中证500ETF(510500.XSHG),14000,83244,5.946,-21167.92
2016-05-30,Cash,,-5.29,,
2016-05-31,南方中证500ETF(510500.XSHG),14000,86912,6.208,-17499.92
2016-05-31,Cash,,-5.29,,
2016-06-01,南方中证500ETF(510500.XSHG),14000,86940,6.21,-17471.92
2016-06-01,Cash,,-5.29,,
2016-06-02,南方中证500ETF(510500.XSHG),14000,87654,6.261,-16757.92
2016-06-02,Cash,,-5.29,,
2016-06-03,南方中证500ETF(510500.XSHG),14000,88186,6.299,-16225.92
2016-06-03,Cash,,-5.29,,
2016-06-06,南方中证500ETF(510500.XSHG),14000,88396,6.314,-16015.92
2016-06-06,Cash,,-5.29,,
2016-06-07,南方中证500ETF(510500.XSHG),14000,88312,6.308,-16099.92
2016-06-07,Cash,,-5.29,,
2016-06-08,南方中证500ETF(510500.XSHG),14000,88060,6.29,-16351.92
2016-06-08,Cash,,-5.29,,
2016-06-13,南方中证500ETF(510500.XSHG),14000,83818,5.987,-20593.92
2016-06-13,Cash,,-5.29,,
2016-06-14,南方中证500ETF(510500.XSHG),14000,84196,6.014,-20215.92
2016-06-14,Cash,,-5.29,,
2016-06-15,南方中证500ETF(510500.XSHG),14000,86898,6.207,-17513.92
2016-06-15,Cash,,-5.29,,
2016-06-16,南方中证500ETF(510500.XSHG),14000,86562,6.183,-17849.92
2016-06-16,Cash,,-5.29,,
2016-06-17,南方中证500ETF(510500.XSHG),14000,87234,6.231,-17177.92
2016-06-17,Cash,,-5.29,,
2016-06-20,南方中证500ETF(510500.XSHG),14000,87346,6.239,-17065.92
2016-06-20,Cash,,-5.29,,
2016-06-21,南方中证500ETF(510500.XSHG),14000,86310,6.165,-18101.92
2016-06-21,Cash,,-5.29,,
2016-06-22,南方中证500ETF(510500.XSHG),14000,87948,6.282,-16463.92
2016-06-22,Cash,,-5.29,,
2016-06-23,南方中证500ETF(510500.XSHG),14000,87458,6.247,-16953.92
2016-06-23,Cash,,-5.29,,
2016-06-24,南方中证500ETF(510500.XSHG),14000,86184,6.156,-18227.92
2016-06-24,Cash,,-5.29,,
2016-06-27,南方中证500ETF(510500.XSHG),14000,88662,6.333,-15749.92
2016-06-27,Cash,,-5.29,,
2016-06-28,南方中证500ETF(510500.XSHG),14000,89488,6.392,-14923.92
2016-06-28,Cash,,-5.29,,
2016-06-29,南方中证500ETF(510500.XSHG),14000,89502,6.393,-14909.92
2016-06-29,Cash,,-5.29,,
2016-06-30,南方中证500ETF(510500.XSHG),14000,89558,6.397,-14853.92
2016-06-30,Cash,,-5.29,,
2016-07-01,南方中证500ETF(510500.XSHG),14000,89432,6.388,-14979.92
2016-07-01,Cash,,-5.29,,
2016-07-04,南方中证500ETF(510500.XSHG),14000,91210,6.515,-13201.92
2016-07-04,Cash,,-5.29,,
2016-07-05,南方中证500ETF(510500.XSHG),14000,91672,6.548,-12739.92
2016-07-05,Cash,,-5.29,,
2016-07-06,南方中证500ETF(510500.XSHG),14000,92218,6.587,-12193.92
2016-07-06,Cash,,-5.29,,
2016-07-07,南方中证500ETF(510500.XSHG),14000,92582,6.613,-11829.92
2016-07-07,Cash,,-5.29,,
2016-07-08,南方中证500ETF(510500.XSHG),14000,92218,6.587,-12193.92
2016-07-08,Cash,,-5.29,,
2016-07-11,南方中证500ETF(510500.XSHG),14000,92456,6.604,-11955.92
2016-07-11,Cash,,-5.29,,
2016-07-12,南方中证500ETF(510500.XSHG),14000,93618,6.687,-10793.92
2016-07-12,Cash,,-5.29,,
2016-07-13,南方中证500ETF(510500.XSHG),14000,94276,6.734,-10135.92
2016-07-13,Cash,,-5.29,,
2016-07-14,南方中证500ETF(510500.XSHG),14000,94598,6.757,-9813.92
2016-07-14,Cash,,-5.29,,
2016-07-15,南方中证500ETF(510500.XSHG),14000,94374,6.741,-10037.92
2016-07-15,Cash,,-5.29,,
2016-07-18,南方中证500ETF(510500.XSHG),14000,93996,6.714,-10415.92
2016-07-18,Cash,,-5.29,,
2016-07-19,南方中证500ETF(510500.XSHG),14000,93968,6.712,-10443.92
2016-07-19,Cash,,-5.29,,
2016-07-20,南方中证500ETF(510500.XSHG),14000,93814,6.701,-10597.92
2016-07-20,Cash,,-5.29,,
2016-07-21,南方中证500ETF(510500.XSHG),14000,94262,6.733,-10149.92
2016-07-21,Cash,,-5.29,,
2016-07-22,南方中证500ETF(510500.XSHG),14000,93660,6.69,-10751.92
2016-07-22,Cash,,-5.29,,
2016-07-25,南方中证500ETF(510500.XSHG),14000,93800,6.7,-10611.92
2016-07-25,Cash,,-5.29,,
2016-07-26,南方中证500ETF(510500.XSHG),14000,95130,6.795,-9281.92
2016-07-26,Cash,,-5.29,,
2016-07-27,南方中证500ETF(510500.XSHG),14000,90930,6.495,-13481.92
2016-07-27,Cash,,-5.29,,
2016-07-28,南方中证500ETF(510500.XSHG),14000,91364,6.526,-13047.92
2016-07-28,Cash,,-5.29,,
2016-07-29,南方中证500ETF(510500.XSHG),14000,90720,6.48,-13691.92
2016-07-29,Cash,,-5.29,,
2016-08-01,南方中证500ETF(510500.XSHG),14000,89362,6.383,-15049.92
2016-08-01,Cash,,-5.29,,
2016-08-02,南方中证500ETF(510500.XSHG),14000,90230,6.445,-14181.92
2016-08-02,Cash,,-5.29,,
2016-08-03,南方中证500ETF(510500.XSHG),14000,90538,6.467,-13873.92
2016-08-03,Cash,,-5.29,,
2016-08-04,南方中证500ETF(510500.XSHG),14000,91084,6.506,-13327.92
2016-08-04,Cash,,-5.29,,
2016-08-05,南方中证500ETF(510500.XSHG),14000,90790,6.485,-13621.92
2016-08-05,Cash,,-5.29,,
2016-08-08,南方中证500ETF(510500.XSHG),14000,92050,6.575,-12361.92
2016-08-08,Cash,,-5.29,,
2016-08-09,南方中证500ETF(510500.XSHG),14000,92974,6.641,-11437.92
2016-08-09,Cash,,-5.29,,
2016-08-10,南方中证500ETF(510500.XSHG),14000,92512,6.608,-11899.92
2016-08-10,Cash,,-5.29,,
2016-08-11,南方中证500ETF(510500.XSHG),14000,90986,6.499,-13425.92
2016-08-11,Cash,,-5.29,,
2016-08-12,南方中证500ETF(510500.XSHG),14000,92274,6.591,-12137.92
2016-08-12,Cash,,-5.29,,
2016-08-15,南方中证500ETF(510500.XSHG),14000,94192,6.728,-10219.92
2016-08-15,Cash,,-5.29,,
2016-08-16,南方中证500ETF(510500.XSHG),14000,94626,6.759,-9785.92
2016-08-16,Cash,,-5.29,,
2016-08-17,南方中证500ETF(510500.XSHG),14000,94850,6.775,-9561.92
2016-08-17,Cash,,-5.29,,
2016-08-18,南方中证500ETF(510500.XSHG),14000,94878,6.777,-9533.92
2016-08-18,Cash,,-5.29,,
2016-08-19,南方中证500ETF(510500.XSHG),14000,94892,6.778,-9519.92
2016-08-19,Cash,,-5.29,,
2016-08-22,南方中证500ETF(510500.XSHG),14000,93842,6.703,-10569.92
2016-08-22,Cash,,-5.29,,
2016-08-23,南方中证500ETF(510500.XSHG),14000,94066,6.719,-10345.92
2016-08-23,Cash,,-5.29,,
2016-08-24,南方中证500ETF(510500.XSHG),14000,94122,6.723,-10289.92
2016-08-24,Cash,,-5.29,,
2016-08-25,南方中证500ETF(510500.XSHG),14000,93492,6.678,-10919.92
2016-08-25,Cash,,-5.29,,
2016-08-26,南方中证500ETF(510500.XSHG),14000,93954,6.711,-10457.92
2016-08-26,Cash,,-5.29,,
2016-08-29,南方中证500ETF(510500.XSHG),14000,94122,6.723,-10289.92
2016-08-29,Cash,,-5.29,,
2016-08-30,南方中证500ETF(510500.XSHG),14000,94066,6.719,-10345.92
2016-08-30,Cash,,-5.29,,
2016-08-31,南方中证500ETF(510500.XSHG),14000,94220,6.73,-10191.92
2016-08-31,Cash,,-5.29,,
2016-09-01,南方中证500ETF(510500.XSHG),14000,93338,6.667,-11073.92
2016-09-01,Cash,,-5.29,,
2016-09-02,南方中证500ETF(510500.XSHG),14000,92890,6.635,-11521.92
2016-09-02,Cash,,-5.29,,
2016-09-05,南方中证500ETF(510500.XSHG),14000,93548,6.682,-10863.92
2016-09-05,Cash,,-5.29,,
2016-09-06,南方中证500ETF(510500.XSHG),14000,95228,6.802,-9183.92
2016-09-06,Cash,,-5.29,,
2016-09-07,南方中证500ETF(510500.XSHG),14000,95004,6.786,-9407.92
2016-09-07,Cash,,-5.29,,
2016-09-08,南方中证500ETF(510500.XSHG),14000,95536,6.824,-8875.92
2016-09-08,Cash,,-5.29,,
2016-09-09,南方中证500ETF(510500.XSHG),14000,94612,6.758,-9799.92
2016-09-09,Cash,,-5.29,,
2016-09-12,南方中证500ETF(510500.XSHG),14000,92022,6.573,-12389.92
2016-09-12,Cash,,-5.29,,
